number,actual_name,position_type,death_year,deathdate,death_location,death_age,era_name,birthdate,birth_year
3494,John Joseph Paluck,DL,2003,4/22/03,"Fairfax, VA",67,1941 to 1959,5/23/35,1935
3495,William Avner Paschal Jr.,RB/FB,2003,5/26/03,"Marietta, GA",81,1941 to 1959,5/28/21,1921
3496,George Evans Peoples,RB/FB,2003,11/23/03,"Tampa, FL",43,1976 to 1989,8/25/60,1960
3497,Joseph Nick Pierre,TE,2003,11/19/03,"Bel Air, MD",83,1941 to 1959,10/15/20,1920
3498,John George Prchlik,DL,2003,12/31/03,"Fairfield Grade, TN",78,1941 to 1959,7/20/25,1925
3499,James Fred Purnell,LB,2003,11/4/03,"Evanston, IL",61,1960 to 1975,12/12/41,1941
3500,Donald Francis Reese,DL,2003,9/18/03,"Prichard, AL",52,1960 to 1975,9/4/51,1951
3501,Thomas Ray Richeson,OL,2003,4/1/03,"Birmingham, AL",79,1941 to 1959,9/27/23,1923
3502,John Darren Rodgers,TE,2003,4/22/03,"Daingerfield, TX",43,1976 to 1989,2/7/60,1960
3503,William Oliver Roe II,LB,2003,9/13/03,"Anaheim, CA",45,1976 to 1989,2/6/58,1958
3504,Nicholas George Roman,DL,2003,5/18/03,"Columbus, OH",55,1960 to 1975,9/23/47,1947
3505,James Frederic Root,QB,2003,5/26/03,"Orange Park, FL",71,1941 to 1959,8/17/31,1931
3506,Joseph Hubert Ruetz,OL,2003,1/2/03,"Palo Alto, CA",86,pre-1940,10/21/16,1916
3507,Joseph James Ryan,DL,2003,1/20/03,"New York, NY",68,1941 to 1959,7/15/34,1934
3508,Orban Eugene Sanders,RB/FB,2003,7/6/03,"Lawton, OK",85,pre-1940,1/26/18,1918
3509,Ronnie Eugene Shanklin,WR,2003,4/17/03,"DeSoto, TX",55,1960 to 1975,1/21/48,1948
3510,Leo Bernard Skladany,TE,2003,3/18/03,"Pittsburgh, PA",75,1941 to 1959,8/9/27,1927
3511,John Frederick Small,LB,2003,6/24/03,"Inglewood, CA",39,1976 to 1989,7/15/63,1963
3512,Carl Eddie Smith,RB/FB,2003,5/29/03,"Washington Court House, OH",70,1941 to 1959,11/22/32,1932
3513,Paul James Stenn Jr.,OL,2003,8/2/03,"Berwick, PA",85,pre-1940,7/12/18,1918
3514,Louis Edward Stephens,OL,2003,4/6/03,"Placitas, NM",72,1941 to 1959,5/10/30,1930
3515,Harry Julius Thompson,OL,2003,11/26/03,"Los Angeles, CA",77,1941 to 1959,1/8/26,1926
3516,Charles Guy Tolar,RB/FB,2003,4/29/03,"League City, TX",65,1941 to 1959,9/5/37,1937
3517,Mario George Tonelli,RB/FB,2003,1/7/03,"Chicago, IL",86,pre-1940,3/28/16,1916
3518,Victor Frederick Vasicek,LB,2003,6/20/03,"Midland, TX",77,1941 to 1959,5/5/26,1926
3519,Kenneth Lee Webb,RB/FB,2003,9/20/03,"Carthage, TX",68,1941 to 1959,8/15/35,1935
3520,Raymond E. Wehba,TE,2003,6/2/03,"Miami, FL",86,pre-1940,8/16/16,1916
3521,Joseph Peter Wendlick,TE,2003,1/6/03,"Gearhart, OR",87,pre-1940,12/14/15,1915
3522,Fred George Whittingham,LB,2003,10/27/03,"Provo, UT",64,1960 to 1975,2/4/39,1939
3523,Charles Lee Williams,WR,2003,3/18/03,"Durham, NC",58,1960 to 1975,2/15/45,1945
3524,James Arthur Wolf Jr.,DL,2003,12/17/03,"Beaumont, TX",51,1960 to 1975,4/4/52,1952
3525,David Eugene Woodley,QB,2003,5/4/03,"Shreveport, LA",44,1976 to 1989,10/25/58,1958
3526,Lowe Wren Jr.,DB,2003,10/8/03,"Miami, FL",73,1941 to 1959,12/10/29,1929
3527,Peter Joseph Wysocki,LB,2003,6/14/03,"Vienna, CA",54,1960 to 1975,10/3/48,1948
3528,Frank M. Zelencik,OL,2003,3/8/03,"Crown Point, IN",89,pre-1940,11/11/13,1913
3529,Arthur Walter Albrecht,OL,2004,2/1/04,"Manitowoc, WI",82,1941 to 1959,2/24/21,1921
3530,John McCaslin Amberg,DB,2004,5/4/04,"Torrance, CA",75,1941 to 1959,3/6/29,1929
3531,Dunstan Evrette Anderson,DL,2004,5/31/04,"Fort Myers, FL",33,1990 to 2002,12/31/70,1970
3532,Gary John Ballman,WR,2004,5/20/04,"Aurora, CO",63,1960 to 1975,7/6/40,1940
3533,Eppie L. Barney Jr.,WR,2004,1/21/04,  ,59,1960 to 1975,3/20/44,1944
3534,Hubert Edwin Bechtol,TE,2004,10/22/04,"Austin, TX",78,1941 to 1959,4/20/26,1926
3535,William Brightie Brown,OL,2004,2/23/04,"Marble Falls, TX",77,1941 to 1959,10/19/26,1926
3536,Roosevelt Brown Jr.,OL,2004,6/9/04,"Columbus, NJ",71,1941 to 1959,10/20/32,1932
3537,Herman Joseph Burnell,RB/FB,2004,10/20/04,"Rockwall, TX",89,pre-1940,5/7/15,1915
3538,Harry Clifton Burrus Jr.,RB/FB,2004,9/20/04,"Winter Haven, FL",83,1941 to 1959,4/6/21,1921
3539,McArthur N. Byrd Jr.,LB,2004,1/22/04,"Sacramento, CA",61,1960 to 1975,4/28/42,1942
3540,Frederick Cardinal,RB/FB,2004,2/5/04,"Barberton, OH",78,1941 to 1959,2/12/25,1925
3541,John Thurman Cochran Jr.,QB,2004,9/4/04,"Green Bay, WI",82,1941 to 1959,8/2/22,1922
3542,Robert Eugene Ferguson,RB/FB,2004,12/30/04,"Columbus, OH",65,1960 to 1975,8/29/39,1939
3543,Louis Anthony Ferry Jr.,DL,2004,1/25/04,"Bryn Mawr, PA",76,1941 to 1959,12/1/27,1927
3544,Samuel S. Fox,TE,2004,4/11/04,"Kendall, FL",85,pre-1940,5/4/18,1918
3545,William Herbert Geyer Jr.,RB/FB,2004,6/4/04,"Glen Ridge, NJ",84,pre-1940,10/3/19,1919
3546,George Randall Gibson,OL,2004,8/19/04,"Midland, TX",98,pre-1940,10/2/05,1905
3547,Henry Thomas Hammond,TE,2004,8/19/04,"Memphis, TN",91,pre-1940,2/23/13,1913
3548,Malcolm Eugene Hammack,RB/FB,2004,7/19/04,"Valley Park, MO",71,1941 to 1959,6/19/33,1933
3549,Lemuel Harkey Jr.,RB/FB,2004,7/3/04,"San Antonio, TX",70,1941 to 1959,1/7/34,1934
3550,Benjamin Franklin Hart II,TE,2004,8/27/04,"Garden City, KS",59,1960 to 1975,8/19/45,1945
3551,Norbert Earl Hecker,DB,2004,3/13/04,"Los Altos, CA",76,1941 to 1959,5/26/27,1927
3552,Kenneth Wayne Henson,OL,2004,11/24/04,"Richland Hills, TX",61,1960 to 1975,4/11/43,1943
3553,Elroy Leon Hirsch,TE,2004,1/28/04,"Madison, WI",80,1941 to 1959,6/17/23,1923
3554,William Glenn Hobbs,LB,2004,8/21/04,"San Antonio, TX",57,1960 to 1975,9/18/46,1946
3555,Frank George Hrabetin,OL,2004,3/27/04,"Tucson, AZ",88,pre-1940,12/1/15,1915
3556,Brice H. Hunter,WR,2004,4/18/04,"Chicago, IL",29,1990 to 2002,4/21/74,1974
3557,Michael M. Jarmoluk Jr.,DL,2004,11/23/04,"Ocala, FL",82,1941 to 1959,10/22/22,1922
3558,William Kermit Jobko,LB,2004,12/18/04,"Snellville, GA",69,1941 to 1959,10/7/35,1935
3559,Nathaniel Elijah Johnson,OL,2004,8/24/04,"Freeport, IL",84,1941 to 1959,6/18/20,1920
3560,Edgar Francis Jones,RB/FB,2004,5/18/04,"Scranton, PA",84,1941 to 1959,5/6/20,1920
3561,Thomas J. 'Cricket' Kalmanir,RB/FB,2004,10/12/04,"Fresno, CA",78,1941 to 1959,3/30/26,1926
3562,Albin John Kaporch,OL,2004,10/14/04,"Plains Township, PA",91,pre-1940,10/6/13,1913
3563,Michael Lawrence Karmazin,OL,2004,1/21/04,"New Orleans, LA",84,pre-1940,7/16/19,1919
3564,John Joseph Karwales,TE,2004,12/31/04,"Chicago, IL",84,1941 to 1959,6/22/20,1920
3565,Robert Fred Kercher,TE,2004,1/4/04,"Russell, KS",85,pre-1940,1/14/18,1918
3566,Robert C. Kolesar,OL,2004,1/13/04,"Midland, MI",82,1941 to 1959,4/5/21,1921
3567,Theodore James Kosens,DB,2004,12/4/04,"Brightwaters, NY",63,1960 to 1975,10/3/41,1941
3568,Jack Richard Leftridge,RB/FB,2004,2/27/04,"Morgantown, WV",59,1960 to 1975,4/14/44,1944
3569,James Stewart Little,OL,2004,2/13/04,"Lexington, KY",83,1941 to 1959,3/18/20,1920
3570,James Zimmerman Logan,OL,2004,3/27/04,"Richmond, IN",87,pre-1940,12/22/16,1916
3571,John Lee Losch,RB/FB,2004,5/27/04,"Williamsport, PA",69,1941 to 1959,8/13/34,1934
3572,James Frank Mankins,RB/FB,2004,4/1/04,"Anchorage, AK",59,1960 to 1975,6/23/44,1944
3573,Albert Charles Matuza,OL,2004,5/16/04,"Yardley, PA",85,pre-1940,9/11/18,1918
3574,Marvin H. Matuszak,LB,2004,2/28/04,"South Bend, IN",72,1941 to 1959,9/12/31,1931
3575,William L. May,RB/FB,2004,11/9/04,,91,pre-1940,2/4/13,1913
3576,Lawrence McGrew,LB,2004,4/5/04,"Lancaster, CA",46,1976 to 1989,7/23/57,1957
3577,William Patrick McHugh,DB,2004,9/19/04,"Ooltewah, TN",84,pre-1940,12/21/19,1919
3578,Dale Herman Meinert,LB,2004,5/10/04,"Clinton, OK",70,1941 to 1959,12/18/33,1933
3579,Edward Thomas Mieszkowski,OL,2004,2/15/04,"Lombard, IL",78,1941 to 1959,10/14/25,1925
3580,Robert Bray Mitinger,LB,2004,9/25/04,"State College, PA",64,1960 to 1975,2/13/40,1940
3581,John Morelli,OL,2004,1/26/04,"Greensboro, NC",80,1941 to 1959,6/11/23,1923
3582,Russell Lee Morrow,OL,2004,5/2/04,"Smoke Rise, AL",79,1941 to 1959,9/7/24,1924
3583,Donald Fritz Nelson,OL,2004,9/15/04,"Rockford, IL",89,pre-1940,5/12/15,1915
3584,Herbert Russell Nelson,TE,2004,7/18/04,"Westwood, MA",83,1941 to 1959,4/25/21,1921
3585,Robert Cero Paremore,RB/FB,2004,7/22/04,"Tallahassee, FL",64,1960 to 1975,12/5/39,1939
3586,Artimus L. Parker,DB,2004,5/31/04,"Sacramento, CA",52,1960 to 1975,1/16/52,1952
3587,James Herbert Parrish Jr.,OL,2004,3/10/04,"Plano, TX",35,1976 to 1989,5/19/68,1968
3588,John Popovich,RB/FB,2004,2/3/04,"Charleroi, PA",85,pre-1940,3/6/18,1918
3589,Glenn Emery Presnell,RB/FB,2004,9/13/04,"Ironton, OH",99,pre-1940,7/28/05,1905
3590,Ernest R. Price,DL,2004,2/5/04,"Houston, TX",53,1960 to 1975,9/20/50,1950
3591,William John Reichardt,RB/FB,2004,6/1/04,"Des Moines, IA",73,1941 to 1959,6/24/30,1930
3592,Raymond Francis Reutt,TE,2004,8/18/04,"Hollywood, FL",87,pre-1940,3/4/17,1917
3593,Harrison Lynn Rosdahl,DL,2004,6/15/04,"Ridgefield Park, NJ",62,1960 to 1975,8/24/41,1941
3594,Andrew Alex Sabados,OL,2004,7/5/04,"Mundelein, IL",87,pre-1940,11/24/16,1916
3595,Bernard Joseph Scherer,TE,2004,3/17/04,"Sun City, AZ",91,pre-1940,1/28/13,1913
3596,Maurice Gene Schleicher,DL,2004,4/15/04,"Modesto, CA",66,1941 to 1959,7/17/37,1937
3597,Robert Joseph Schmitz,LB,2004,6/8/04,"Glendale, AZ",65,1941 to 1959,9/10/38,1938
3598,Donald Dee Shinnick,LB,2004,1/20/04,"Modesto, CA",68,1941 to 1959,5/15/35,1935
3599,Carl Anthony Silvestri,DB,2004,11/25/04,"Mequon, WI",61,1960 to 1975,3/27/43,1943
3600,Nicholas Leonard Skorich,OL,2004,10/2/04,"Princeton, NJ",83,1941 to 1959,6/26/21,1921
3601,Alex Smail,LB,2004,6/21/04,"Dearborn, MI",78,1941 to 1959,5/31/26,1926
3602,Royce Lionel Smith,OL,2004,1/22/04,"Claxton, GA",54,1960 to 1975,6/17/49,1949
3603,Albert Harrison Stafford,RB/FB,2004,11/23/04,"Edna, TX",92,pre-1940,6/18/12,1912
3604,Donald J. Stansauk,DL,2004,1/27/04,"Malibu, CA",78,1941 to 1959,4/2/25,1925
3605,Norris Joseph Steverson,RB/FB,2004,3/23/04,"Mesa, AZ",93,pre-1940,7/20/10,1910
3606,William John Stone,RB/FB,2004,5/16/04,"Peoria, IL",78,1941 to 1959,10/25/25,1925
3607,Justin Conrad Strzelczyk,OL,2004,9/30/04,"Herkimer, NY",36,1976 to 1989,8/18/68,1968
3608,Elijah Hampton Tanner,OL,2004,12/6/04,"Winterville, GA",77,1941 to 1959,10/31/27,1927
3609,Travis Vaughn Tidwell,QB,2004,7/1/04,"Trussville, AL",79,1941 to 1959,2/5/25,1925
3610,Patrick Daniel Tillman,DB,2004,4/22/04,Afghanistan,27,1990 to 2002,11/6/76,1976
3611,Louis Vincent Tomasetti,RB/FB,2004,3/23/04,"Doylestown, PA",88,pre-1940,1/8/16,1916
3612,James Robert Watson,OL,2004,5/11/04,"Marysville, CA",83,1941 to 1959,3/26/21,1921
3613,Sidney John Watson,RB/FB,2004,4/25/04,"Naples, FL",71,1941 to 1959,5/4/32,1932
3614,Gerald Craft Weatherly,LB,2004,12/28/04,"Cuero, TX",76,1941 to 1959,12/26/28,1928
3615,Bernard Morris Weiner,OL,2004,10/25/04,"West Orange, NJ",86,pre-1940,1/24/18,1918
3616,Reginald Howard White,DL,2004,12/26/04,"Huntersville, NC",43,1976 to 1989,12/19/61,1961
3617,Nicholas Frank Adduci,LB,2005,11/4/05,"Chicago, IL",76,1941 to 1959,7/12/29,1929
3618,Robert J. Agler,RB/FB,2005,9/16/05,"Westerville, OH",81,1941 to 1959,3/13/24,1924
3619,Lee Robert Reno Artoe,OL,2005,4/1/05,"Wilmette, IL",88,pre-1940,3/2/17,1917
3620,George Thomas Bailey IV,RB/FB,2005,9/2/05,"Jacksonville Beach, FL",56,1960 to 1975,2/7/49,1949
3621,Albert Frank Baisi,OL,2005,4/15/05,"St. Paul, MN",87,pre-1940,9/6/17,1917
3622,Charles Edward Barnes,TE,2005,10/20/05,"Ormond Beach, FL",66,1960 to 1975,10/5/39,1939
3623,Emmett Edward Barrett,OL,2005,5/2/05,"Portland, OR",88,pre-1940,11/7/16,1916
3624,Stephen Nicholos Belichick,RB/FB,2005,11/19/05,"Annapolis, MD",86,pre-1940,1/7/19,1919
3625,Todd Anthony Bell,DB,2005,3/16/05,"Reynoldsburg, OH",46,1976 to 1989,11/28/58,1958
3626,Charles Rex Berry,DB,2005,7/1/05,"Provo, UT",80,1941 to 1959,9/9/24,1924
3627,Harry Kwane Boatswain,OL,2005,8/8/05,"New York, NY",36,1990 to 2002,6/26/69,1969
3628,Humphrey David Boone Jr.,DL,2005,3/19/05,"Point Roberts, WA",53,1960 to 1975,10/30/51,1951
3629,Michael Anthony Brim,DB,2005,4/19/05,"New York, VA",39,1976 to 1989,1/23/66,1966
3630,William T. Brooks,OL,2005,1/6/05,"Bauxite, AR",74,1941 to 1959,9/6/30,1930
3631,Max Andrew Bumgardner,DL,2005,4/12/05,"Greenville, TX",81,1941 to 1959,5/13/23,1923
3632,Stanley Hugh Campbell,OL,2005,3/14/05,"Elgin , IL",74,1941 to 1959,8/26/30,1930
3633,Jack Chrisman Carpenter,OL,2005,10/16/05,"Honolulu, HI",82,1941 to 1959,7/29/23,1923
3634,Howard Ferguson Jr.,RB/FB,2005,12/18/05,"New Iberia, LA",75,1941 to 1959,8/5/30,1930
3635,John Michael Flagerman,OL,2005,6/12/05,"Rohnert Park, CA",83,1941 to 1959,3/27/22,1922
3636,Arthur A. Fletcher,TE,2005,7/12/05,"Washington, DC",80,1941 to 1959,12/22/24,1924
3637,Raymond Augustus Frick,OL,2005,3/2/05,"Flemington, NJ",86,pre-1940,1/16/19,1919
3638,Robert Gage II,DB,2005,4/19/05,"Greenville, SC",77,1941 to 1959,1/15/28,1928
3639,Frank Gatski,OL,2005,11/22/05,"Morgantown, WV",83,1941 to 1959,3/18/22,1922
3640,Prentice P. Gautt,RB/FB,2005,3/17/05,"Lawrence, KS",67,1941 to 1959,2/8/38,1938
3641,Visco Gerald Grgich,OL,2005,12/26/05,"Modesto, CA",82,1941 to 1959,1/19/23,1923
3642,William Joseph Grimes,RB/FB,2005,3/26/05,"Oklahoma City, OK",77,1941 to 1959,7/27/27,1927
3643,Herman Gundlach Jr.,OL,2005,5/5/05,"Rochester, MN",91,pre-1940,7/16/13,1913
3644,Linus Parker Hall,RB/FB,2005,2/8/05,"Vicksburg, MS",88,pre-1940,12/10/16,1916
3645,Theodore Eugene Hazelwood,OL,2005,2/27/05,"Bellingham, WA",80,1941 to 1959,4/24/24,1924
3646,Jack Flint Hill,WR,2005,9/26/05,"Kaysville, UT",72,1941 to 1959,10/17/32,1932
3647,Wayne Robert Hoffman,RB/FB,2005,4/13/05,"Bakersfield, CA",87,pre-1940,12/13/17,1917
3648,Franklin Sumner Hubbell,TE,2005,4/9/05,"Knoxville, TN",83,1941 to 1959,1/19/22,1922
3649,Royal James Kahler,OL,2005,2/21/05,"Potter, TX",86,pre-1940,3/22/18,1918
3650,Alexander Joe Kapter,OL,2005,7/26/05,"Thousand Oaks, CA",83,1941 to 1959,3/26/22,1922
3651,Edwin Walter Karpowich,OL,2005,11/16/05,,93,pre-1940,9/28/12,1912
3652,Richard James Klein,OL,2005,12/27/05,"Pana, IL",71,1941 to 1959,2/11/34,1934
3653,Joseph Stephen Kodba,OL,2005,9/7/05,"Swartz Creek, MI",83,1941 to 1959,2/27/22,1922
3654,Malcolm James Kutner,TE,2005,2/4/05,"Tyler, TX",83,1941 to 1959,3/27/21,1921
3655,David Lang,RB/FB,2005,5/19/05,"Stone Mountain, GA",38,1976 to 1989,3/28/67,1967
3656,Raymond Edward Lemek,OL,2005,9/17/05,"Readfield, ME",71,1941 to 1959,6/28/34,1934
3657,Elvin Maerle Liles,OL,2005,7/25/05,"Aspen, CO",85,pre-1940,8/9/19,1919
3658,David Lamar Little,LB,2005,3/17/05,"Miami, FL",46,1976 to 1989,1/3/59,1959
3659,Terry Luther Long,OL,2005,6/7/05,"Pittsburgh, PA",45,1976 to 1989,7/21/59,1959
3660,Albert Lucas,DL,2005,4/10/05,"Los Angeles, CA",26,1990 to 2002,9/1/78,1978
3661,Lewis Kenneth Lunday,OL,2005,7/13/05,"Durant, OK",92,pre-1940,8/13/12,1912
3662,Chester A. Maeda,RB/FB,2005,12/21/05,,87,pre-1940,10/2/18,1918
3663,Charles Milton Martin,DL,2005,1/23/05,"Houston, TX",45,1976 to 1989,8/31/59,1959
3664,Wayne Leroy McClure Jr.,LB,2005,6/12/05,"Covington, LA",62,1960 to 1975,7/2/42,1942
3665,James Henry McCollum,DL,2005,9/5/05,"Lexington, KY",52,1960 to 1975,9/13/52,1952
3666,Walter Kendell McCormick,OL,2005,4/3/05,"Visalia, CA",78,1941 to 1959,9/4/26,1926
3667,James Banks McFadden,RB/FB,2005,6/4/05,"Ormond Beach, FL",88,pre-1940,2/7/17,1917
3668,Coleman Howard McPhail,RB/FB,2005,3/4/05,"Costa Mesa, CA",75,1941 to 1959,12/25/29,1929
3669,John G. Mellus,OL,2005,11/28/05,"Plymouth, PA",88,pre-1940,6/16/17,1917
3670,William Thomas Michel,RB/FB,2005,3/21/05,"Greenville, NC",64,1960 to 1975,12/7/40,1940
3671,William John Miklich,LB,2005,3/10/05,"Waukesha, WI",85,pre-1940,4/3/19,1919
3672,Samuel Davis Mills Jr.,LB,2005,4/18/05,"Charlotte, NC",45,1976 to 1989,6/3/59,1959
3673,Thomas Marshall Miller,DL,2005,12/2/05,"Green Bay, WI",87,pre-1940,5/23/18,1918
3674,Frank David Minini,RB/FB,2005,11/12/05,,83,1941 to 1959,12/23/21,1921
3675,Anthony Salvatore Minisi,RB/FB,2005,5/5/05,"Paoli, PA",78,1941 to 1959,9/18/26,1926
3676,William Avery Monfort,WR,2005,4/19/05,"Grass Valley, CA",86,pre-1940,12/19/18,1918
3677,Clifford Earl Montgomery,RB/FB,2005,4/21/05,"Mineola, NY",94,pre-1940,9/17/10,1910
3678,Frederick Wilson Negus,OL,2005,4/18/05,"Fort Atkinson, WI",81,1941 to 1959,11/7/23,1923
3679,Kenneth Emery Nix,RB/FB,2005,12/6/05,"Blanco, TX",86,pre-1940,12/1/19,1919
3680,William George O'Brien,RB/FB,2005,5/8/05,"Eastport, MI",80,1941 to 1959,8/25/24,1924
3681,Donnie Ray Oldham,DB,2005,7/23/05,"Soddy-Daisy, TN",54,1960 to 1975,2/23/51,1951
3682,James Elmore Ostendarp,RB/FB,2005,12/15/05,"Holyoke, MA",82,1941 to 1959,2/15/23,1923
3683,Robert William Paffrath,RB/FB,2005,5/21/05,"Beaverton, OR",86,pre-1940,7/13/18,1918
3684,James Thomas Parker,OL,2005,7/18/05,"Columbia, MD",71,1941 to 1959,4/3/34,1934
3685,James Richard Parmer,RB/FB,2005,4/20/05,"Lubbock, TX",78,1941 to 1959,4/25/26,1926
3686,James Wheeler Pearcy,OL,2005,3/15/05,"Hendersonville, NC",86,pre-1940,7/26/18,1918
3687,William James Piccolo,OL,2005,2/23/05,"Ravenna, OH",84,1941 to 1959,5/1/20,1920
3688,George Barney Poole,DL,2005,4/12/05,"Jackson, MS",81,1941 to 1959,10/29/23,1923
3689,Milton John Popovich,RB/FB,2005,6/23/05,"Butte, MT",91,pre-1940,12/29/13,1913
3690,Knox Wagner Ramsey,OL,2005,3/19/05,"Richmond, VA",79,1941 to 1959,2/13/26,1926
3691,Joseph William Remington,OL,2005,4/8/05,,84,1941 to 1959,11/2/20,1920
3692,Reginald Henry Roby,ST,2005,2/22/05,"Nashville, TN",43,1976 to 1989,7/30/61,1961
3693,Darrell A. Russell,DL,2005,12/15/05,"Los Angeles, CA",29,1990 to 2002,5/27/76,1976
3694,Clinton Bernard Sampson,WR,2005,12/25/05,"Los Angeles, CA",44,1976 to 1989,1/4/61,1961
3695,John B. Sample Jr.,DB,2005,4/26/05,"Philadelphia, PA",67,1941 to 1959,6/15/37,1937
3696,John Anthony Schweder,OL,2005,6/9/05,"Muhlenburg, PA",77,1941 to 1959,12/23/27,1927
3697,Dean Sparks Sensanbaugher,RB/FB,2005,11/8/05,"Lakeland, FL",80,1941 to 1959,8/12/25,1925
3698,Stanley C. Shakespeare,WR,2005,4/26/05,"Jupiter , FL",42,1976 to 1989,2/5/63,1963
3699,Robert Lee Smith,RB/FB,2005,1/5/05,"Dallas, TX",75,1941 to 1959,2/28/29,1929
3700,Ray Gene Smith,DB,2005,8/16/05,"Garland , TX",76,1941 to 1959,11/27/28,1928
3701,Albert Alexander Sparlis,OL,2005,7/9/05,"Porterville, CA",85,1941 to 1959,5/20/20,1920
3702,David Mitchell Suminski,OL,2005,9/22/05,"Ashland, WI",74,1941 to 1959,6/18/31,1931
3703,Carl N. Taseff,DB,2005,2/27/05,"Weston, FL",76,1941 to 1959,9/28/28,1928
3704,Amadeo Frederick Tomaini,OL,2005,5/25/05,"Tallahassee, FL",87,pre-1940,2/5/18,1918
3705,Enrico R. Uguccioni,TE,2005,1/12/05,"New London, CT",86,pre-1940,4/19/18,1918
3706,Lowell R. Wagner,RB/FB,2005,9/26/05,"Kirkland, WA",82,1941 to 1959,8/21/23,1923
3707,Stanley Byron West,DL,2005,1/19/05,"Norman, OK",78,1941 to 1959,9/22/26,1926
3708,Steven T. Wilburn,DL,2005,6/8/05,"Schaumburg, IL",44,1976 to 1989,2/25/61,1961
3709,John Elliott Williams,DB,2005,2/26/05,"Dana Point, CA",77,1941 to 1959,6/30/27,1927
3710,Jerrel Douglas Wilson,ST,2005,4/9/05,"Bronson, TX",63,1960 to 1975,10/4/41,1941
3711,John William Woudenberg Jr.,OL,2005,5/3/05,Arizona,86,pre-1940,5/25/18,1918
3712,Anton K. Fritsch,ST,2005,9/13/05,"Vienna, Austria",60,1960 to 1975,7/10/45,1945
3713,Samuel Webster Agee,RB/FB,2006,11/2/06,"Sparta, TN",91,pre-1940,10/21/15,1915
3714,Peter Marvin Barbolak,OL,2006,10/22/06,,80,1941 to 1959,4/1/26,1926
3715,Donald Reed Barton,RB/FB,2006,7/16/06,"Tyler, TX",76,1941 to 1959,5/29/30,1930
3716,Richard Lee Bass,RB/FB,2006,2/1/06,"Norwalk, CA",68,1941 to 1959,3/15/37,1937
3717,Theopolis Bell Jr.,WR,2006,6/21/06,"Tampa, FL",52,1960 to 1975,12/21/53,1953
3718,Gilbert J. Bouley,OL,2006,2/8/06,"Boston, MA",84,1941 to 1959,11/15/21,1921
3719,William M. Bredde Jr.,DB,2006,9/16/06,"Golden Valley, AZ",73,1941 to 1959,12/31/32,1932
3720,John Willis Brodnax Jr.,RB/FB,2006,1/6/06,"Bastrop, LA",69,1941 to 1959,3/6/36,1936
3721,David Steven Brown,DB,2006,1/10/06,"Lubbock, TX",52,1960 to 1975,1/16/53,1953
3722,Otto Brown,DB,2006,12/5/06,,59,1960 to 1975,1/12/47,1947
3723,Donald Edward Burroughs,DB,2006,10/20/06,"Ventura, CA",75,1941 to 1959,8/19/31,1931
3724,Paul Howard Carr Jr.,DB,2006,2/18/06,"Onalaska, TX",74,1941 to 1959,9/4/31,1931
3725,Jack Anthony Ferrante,TE,2006,11/23/06,"Yardley, PA",90,pre-1940,3/9/16,1916
3726,Galen Royce Fiss,LB,2006,7/17/06,"Overland Park, KS",75,1941 to 1959,7/10/31,1931
3727,Andra Bernard Franklin,RB/FB,2006,12/6/06,"Lincoln, NE",47,1976 to 1989,8/22/59,1959
3728,Benjamin Earl Garry,RB/FB,2006,6/24/06,"Mobile, AL",50,1976 to 1989,2/11/56,1956
3729,Donald Ray Gibbs,DB,2006,2/21/06,"Huntingdon, PA",60,1960 to 1975,12/31/45,1945
3730,Edward Scott Glacken,QB,2006,12/27/06,"Bethesda, MD",62,1960 to 1975,7/28/44,1944
3731,Marshall Goldberg,RB/FB,2006,4/3/06,"Chicago, IL",88,pre-1940,10/25/17,1917
3732,Richard Eugene Guesman,DL,2006,9/12/06,"Roswell, GA",68,1941 to 1959,1/22/38,1938
3733,William Coleman Hartman Jr.,RB/FB,2006,3/16/06,"Athens, GA",90,pre-1940,3/17/15,1915
3734,Howard Paul Hartley,RB/FB,2006,9/29/06,"Columbia, SC",82,1941 to 1959,9/26/24,1924
3735,Darius Charles Helton,OL,2006,10/3/06,"Charlotte, NC",52,1960 to 1975,10/2/54,1954
3736,Craig William Heyward,RB/FB,2006,5/27/06,"Atlanta, GA",39,1976 to 1989,9/26/66,1966
3737,Howard Wayne Hickey,TE,2006,3/30/06,"Santa Cruz, CA",89,pre-1940,2/14/17,1917
3738,John M. Hinkle,RB/FB,2006,11/16/06,"Norristown, PA",89,pre-1940,10/31/17,1917
3739,Paul Eugene Humphrey,OL,2006,6/22/06,"Terre Haute, IN",88,pre-1940,7/18/17,1917
3740,Ronald Ray Jessie,WR,2006,1/13/06,"Huntington Beach, CA",57,1960 to 1975,2/4/48,1948
3741,Lewis Norten Jones,OL,2006,3/17/06,"Lubbock, TX",93,pre-1940,12/15/12,1912
3742,George Arthur Kennard,OL,2006,8/11/06,"Phoenix, AZ",78,1941 to 1959,1/8/28,1928
3743,Thomas Patrick Kennedy,QB,2006,3/15/06,"Long Beach, CA",66,1960 to 1975,11/27/39,1939
3744,John Alec Kimbrough,RB/FB,2006,5/9/06,"Haskell, TX",87,pre-1940,6/14/18,1918
3745,Edward Joseph King,OL,2006,9/18/06,"Burlington, MA",81,1941 to 1959,5/11/25,1925
3746,Carl Raymond Kinscherf,RB/FB,2006,7/27/06,"Wayne, NJ",86,pre-1940,10/20/19,1919
